Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Emission Class
CADILLAC,XT4,SUV - SMALL,2.0,4,AS9,Z,9.8,7.8,8.9,32,209,HIGH
CADILLAC,XT4 AWD,SUV - SMALL,2.0,4,AS9,Z,10.9,8.2,9.7,29,227,HIGH
CADILLAC,XT5,SUV - SMALL,2.0,4,AS9,Z,11.0,8.3,9.8,29,227,HIGH
CADILLAC,XT5 AWD,SUV - SMALL,2.0,4,AS9,Z,11.2,8.9,10.1,28,235,HIGH
CADILLAC,XT5 AWD,SUV - SMALL,3.6,6,AS9,X,13.4,9.4,11.6,24,270,HIGH
CADILLAC,XT6 AWD,SUV - SMALL,3.6,6,AS9,X,13.5,9.7,11.8,24,277,HIGH
CHEVROLET,Blazer,SUV - SMALL,2.0,4,A9,X,11.0,8.3,9.8,29,225,HIGH
CHEVROLET,Blazer,SUV - SMALL,2.5,4,A9,X,11.3,8.9,10.2,28,238,HIGH
CHEVROLET,Blazer AWD,SUV - SMALL,2.0,4,A9,X,11.3,8.7,10.1,28,232,HIGH
CHEVROLET,Blazer AWD,SUV - SMALL,3.6,6,A9,X,13.1,9.4,11.4,25,269,HIGH
CHEVROLET,Camaro,SUBCOMPACT,2.0,4,AS8,Z,10.9,7.6,9.4,30,219,HIGH
CHEVROLET,Camaro,SUBCOMPACT,2.0,4,M6,Z,11.9,7.9,10.1,28,235,HIGH
CHEVROLET,Camaro,SUBCOMPACT,3.6,6,AS10,X,12.5,8.1,10.5,27,247,HIGH
CHEVROLET,Camaro,SUBCOMPACT,3.6,6,M6,X,14.3,9.0,11.9,24,280,HIGH
CHEVROLET,Camaro SS,SUBCOMPACT,6.2,8,AS10,Z,14.6,8.9,12.1,23,282,HIGH
CHEVROLET,Camaro SS,SUBCOMPACT,6.2,8,M6,Z,14.9,9.9,12.6,22,296,HIGH
CHEVROLET,Camaro ZL1,SUBCOMPACT,6.2,8,AS10,Z,18.3,11.2,15.1,19,355,HIGH
CHEVROLET,Camaro ZL1,SUBCOMPACT,6.2,8,M6,Z,17.2,12.0,14.8,19,349,HIGH
CHEVROLET,Colorado,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.1,9.2,10.8,26,252,HIGH
CHEVROLET,Colorado,PICKUP TRUCK - SMALL,2.8,4,A6,D,11.8,7.9,10.1,28,270,HIGH
CHEVROLET,Colorado,PICKUP TRUCK - SMALL,3.6,6,A8,X,13.4,9.6,11.7,24,273,HIGH
CHEVROLET,Colorado 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.6,9.7,11.3,25,265,HIGH
CHEVROLET,Colorado 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,12.3,8.5,10.6,27,284,HIGH
CHEVROLET,Colorado 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,14.0,9.9,12.2,23,286,HIGH
CHEVROLET,Colorado ZR2 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,13.3,10.6,12.1,23,326,HIGH
CHEVROLET,Colorado ZR2 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,15.0,13.0,14.1,20,331,HIGH
CHEVROLET,Corvette,TWO-SEATER,6.2,8,AS8,Z,15.4,8.7,12.4,23,290,HIGH
CHEVROLET,Equinox,SUV - SMALL,1.5,4,A6,X,8.9,7.7,8.4,34,196,MODERATE
CHEVROLET,Equinox AWD,SUV - SMALL,1.5,4,A6,X,9.3,8.0,8.7,32,204,HIGH
CHEVROLET,Equinox AWD,SUV - SMALL,2.0,4,A9,Z,10.9,8.3,9.7,29,228,HIGH
CHEVROLET,Impala,FULL-SIZE,3.6,6,AS6,X,12.8,8.5,10.9,26,255,HIGH
CHEVROLET,Impala,FULL-SIZE,3.6,6,AS6,E,17.2,11.6,14.7,19,246,HIGH
CHEVROLET,Malibu,MID-SIZE,1.5,4,AV,X,8.2,6.6,7.5,38,189,MODERATE
CHEVROLET,Malibu,MID-SIZE,2.0,4,A9,Z,10.5,7.4,9.1,31,214,HIGH
CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,2.7,4,A8,X,11.9,10.3,11.1,25,262,HIGH
CHEVROLET,Silverado WT,PICKUP TRUCK - STANDARD,2.7,4,A8,X,12.5,10.8,11.7,24,275,HIGH
CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,3.0,6,A10,D,10.2,7.2,8.9,32,238,HIGH
CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,4.3,6,A6,X,15.1,11.5,13.5,21,318,HIGH
CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.9,11.4,13.9,20,326,HIGH
CHEVROLET,Silverado FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.0,12.6,14.4,20,339,HIGH
CHEVROLET,Silverado FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,22.2,16.2,19.5,14,326,HIGH
CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,5.3,8,A8,X,13.9,10.1,12.2,23,286,HIGH
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,2.7,4,A8,X,12.5,10.8,11.7,24,275,HIGH
CHEVROLET,Silverado WT 4WD,PICKUP TRUCK - STANDARD,2.7,4,A8,X,12.7,11.0,12.0,24,280,HIGH
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,3.0,6,A10,D,10.4,8.0,9.4,30,252,HIGH
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,X,15.7,12.0,14.1,20,331,HIGH
CHEVROLET,Silverado 4WD Custom Trail Boss,PICKUP TRUCK - STANDARD,4.3,6,A6,X,16.3,12.9,14.8,19,349,HIGH
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.9,11.8,14.1,20,331,HIGH
CHEVROLET,Silverado 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.6,13.0,15.0,19,350,HIGH
CHEVROLET,Silverado 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,22.3,18.1,20.5,14,342,HIGH
CHEVROLET,Silverado 4WD Custom Trail Boss,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.7,13.1,15.1,19,354,HIGH
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.7,10.7,12.9,22,303,HIGH
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,5.3,8,A10,X,14.3,10.6,12.6,22,296,HIGH
CHEVROLET,Silverado 4WD LT Trail Boss,PICKUP TRUCK - STANDARD,5.3,8,A10,X,14.7,11.2,13.1,22,307,HIGH
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,15.0,12.0,13.7,21,321,HIGH
CHEVROLET,Silverado 4WD Custom Trail Boss,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,16.8,13.3,15.2,19,357,HIGH
CHEVROLET,Silverado 4WD LT Trail Boss,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,15.7,12.4,14.2,20,332,HIGH
CHEVROLET,Spark,SUBCOMPACT,1.4,4,AV,X,7.9,6.2,7.1,40,167,MODERATE
CHEVROLET,Spark,SUBCOMPACT,1.4,4,M5,X,8.0,6.2,7.2,39,170,MODERATE
CHEVROLET,Suburban,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314,HIGH
CHEVROLET,Suburban FFV,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314,HIGH
CHEVROLET,Suburban FFV,SUV - STANDARD,5.3,8,A6,E,21.2,13.9,17.9,16,298,HIGH
CHEVROLET,Suburban 4WD,SUV - STANDARD,5.3,8,A6,X,16.8,11.3,14.4,20,337,HIGH
CHEVROLET,Suburban 4WD FFV,SUV - STANDARD,5.3,8,A6,X,16.8,11.3,14.4,20,337,HIGH
CHEVROLET,Suburban 4WD FFV,SUV - STANDARD,5.3,8,A6,E,22.2,15.3,19.1,15,319,HIGH
CHEVROLET,Suburban 4WD,SUV - STANDARD,6.2,8,A10,Z,17.2,11.4,14.6,19,343,HIGH
CHEVROLET,Tahoe,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314,HIGH
CHEVROLET,Tahoe FFV,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314,HIGH
CHEVROLET,Tahoe FFV,SUV - STANDARD,5.3,8,A6,E,21.2,13.9,17.9,16,298,HIGH
CHEVROLET,Tahoe 4WD,SUV - STANDARD,5.3,8,A6,X,16.0,11.2,13.8,20,325,HIGH
CHEVROLET,Tahoe 4WD FFV,SUV - STANDARD,5.3,8,A6,X,16.0,11.2,13.8,20,325,HIGH
CHEVROLET,Tahoe 4WD FFV,SUV - STANDARD,5.3,8,A6,E,21.7,14.3,18.4,15,305,HIGH
CHEVROLET,Tahoe 4WD,SUV - STANDARD,6.2,8,A10,Z,16.5,10.9,13.9,20,327,HIGH
CHEVROLET,Traverse,SUV - STANDARD,3.6,6,A9,X,13.0,8.8,11.1,25,261,HIGH
CHEVROLET,Traverse AWD,SUV - STANDARD,3.6,6,A9,X,13.6,9.6,11.8,24,276,HIGH
CHEVROLET,Trax,SUV - SMALL,1.4,4,AS6,X,9.1,7.6,8.4,34,196,MODERATE
CHEVROLET,Trax AWD,SUV - SMALL,1.4,4,AS6,X,10.0,8.0,9.1,31,214,HIGH
CHRYSLER,300,FULL-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242,HIGH
CHRYSLER,300,FULL-SIZE,5.7,8,A8,X,14.7,9.4,12.3,23,289,HIGH
CHRYSLER,300 AWD,FULL-SIZE,3.6,6,A8,X,12.8,8.7,11.0,26,258,HIGH
CHRYSLER,Pacifica (Stop-Start),MINIVAN,3.6,6,A9,X,12.4,8.4,10.6,27,249,HIGH
CHRYSLER,Voyager (Stop-Start),MINIVAN,3.6,6,A9,X,12.4,8.4,10.6,27,249,HIGH
DODGE,Challenger,MID-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242,HIGH
DODGE,Challenger (MDS),MID-SIZE,5.7,8,A8,X,14.7,9.4,12.3,23,289,HIGH
DODGE,Challenger,MID-SIZE,5.7,8,M6,Z,15.6,10.1,13.1,22,307,HIGH
DODGE,Challenger (MDS),MID-SIZE,6.4,8,A8,Z,15.8,9.6,13.0,22,305,HIGH
DODGE,Challenger,MID-SIZE,6.4,8,M6,Z,16.7,10.4,13.9,20,325,HIGH
DODGE,Challenger AWD,MID-SIZE,3.6,6,A8,X,12.8,8.7,11.0,26,258,HIGH
DODGE,Challenger Widebody (MDS),MID-SIZE,6.4,8,A8,Z,15.8,9.6,13.0,22,305,HIGH
DODGE,Challenger Widebody (MDS),MID-SIZE,6.4,8,M6,Z,16.7,10.4,13.9,20,325,HIGH
DODGE,Challenger SRT Hellcat,MID-SIZE,6.2,8,A8,Z,17.6,10.7,14.5,19,339,HIGH
DODGE,Challenger SRT Hellcat,MID-SIZE,6.2,8,M6,Z,18.1,11.4,15.1,19,352,HIGH
DODGE,Challenger SRT Hellcat Widebody,MID-SIZE,6.2,8,A8,Z,18.6,11.2,15.3,18,358,HIGH
DODGE,Challenger SRT Hellcat Widebody,MID-SIZE,6.2,8,M6,Z,18.1,11.4,15.1,19,352,HIGH
DODGE,Charger,FULL-SIZE,3.6,6,A5,X,13.7,9.0,11.6,24,271,HIGH
DODGE,Charger,FULL-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242,HIGH
DODGE,Charger (MDS),FULL-SIZE,5.7,8,A8,X,14.7,9.4,12.3,23,289,HIGH
DODGE,Charger (MDS),FULL-SIZE,6.4,8,A8,Z,15.8,9.6,13.0,22,305,HIGH
DODGE,Charger AWD,FULL-SIZE,3.6,6,A8,X,12.8,8.7,11.0,26,258,HIGH
DODGE,Charger Widebody (MDS),FULL-SIZE,6.4,8,A8,Z,15.8,9.6,13.0,22,305,HIGH
DODGE,Charger SRT Hellcat Widebody,FULL-SIZE,6.2,8,A8,Z,19.0,11.5,15.6,18,368,HIGH
DODGE,Durango AWD,SUV - STANDARD,3.6,6,A8,X,12.7,9.6,11.3,25,265,HIGH
DODGE,Durango AWD,SUV - STANDARD,5.7,8,A8,X,16.7,10.9,14.1,20,331,HIGH
DODGE,Durango AWD SRT,SUV - STANDARD,6.4,8,A8,Z,18.3,12.2,15.6,18,363,HIGH
DODGE,Grand Caravan,MINIVAN,3.6,6,A6,X,13.7,9.4,11.8,24,276,HIGH
DODGE,Journey,SUV - SMALL,2.4,4,A4,X,12.7,9.2,11.1,25,261,HIGH
FIAT,124 Spider,TWO-SEATER,1.4,4,A6,X,9.3,6.5,8.0,35,187,MODERATE
FIAT,124 Spider,TWO-SEATER,1.4,4,M6,X,9.0,6.7,7.9,36,185,MODERATE
FIAT,500L,STATION WAGON - SMALL,1.4,4,A6,X,10.7,7.9,9.4,30,221,HIGH
FIAT,500X AWD,SUV - SMALL,1.3,4,A9,X,10.0,7.9,9.1,31,213,HIGH
FORD,EcoSport,SUV - SMALL,1.0,3,AS6,X,8.6,8.1,8.4,34,197,MODERATE
FORD,EcoSport AWD,SUV - SMALL,2.0,4,AS6,X,10.2,8.1,9.2,31,216,HIGH
FORD,Edge,SUV - SMALL,2.0,4,A8,X,11.2,8.1,9.8,29,229,HIGH
FORD,Edge AWD,SUV - SMALL,2.0,4,A8,X,11.4,8.3,10.0,28,233,HIGH
FORD,Edge AWD,SUV - SMALL,2.0,4,AS8,X,11.4,8.3,10.0,28,233,HIGH
FORD,Edge AWD,SUV - SMALL,2.7,6,AS8,X,12.5,9.2,11.0,26,258,HIGH
FORD,Escape,SUV - SMALL,1.5,3,A8,X,8.6,7.1,7.9,36,185,MODERATE
FORD,Escape AWD,SUV - SMALL,1.5,3,A8,X,8.9,7.6,8.3,34,196,MODERATE
FORD,Escape AWD,SUV - SMALL,2.0,4,AS8,X,10.4,7.5,9.1,31,213,HIGH
FORD,Escape Hybrid,SUV - SMALL,2.5,4,AV,X,5.4,6.3,5.8,49,136,MODERATE
FORD,Escape Hybrid AWD,SUV - SMALL,2.5,4,AV,X,5.5,6.4,5.9,48,139,MODERATE
FORD,Expedition 4X4,SUV - STANDARD,3.5,6,AS10,X,14.1,10.6,12.5,23,294,HIGH
FORD,Expedition MAX 4X4,SUV - STANDARD,3.5,6,AS10,X,14.7,11.2,13.1,22,308,HIGH
FORD,Explorer AWD,SUV - STANDARD,2.3,4,AS10,X,11.6,8.7,10.3,27,241,HIGH
FORD,Explorer AWD,SUV - STANDARD,3.0,6,AS10,X,13.3,9.8,11.8,24,278,HIGH
FORD,Explorer Hybrid AWD,SUV - STANDARD,3.3,6,AS10,X,10.1,9.0,9.6,29,225,HIGH
FORD,F-150,PICKUP TRUCK - STANDARD,2.7,6,AS10,X,12.0,8.9,10.6,27,249,HIGH
FORD,F-150,PICKUP TRUCK - STANDARD,3.0,6,AS10,D,11.1,8.3,9.8,29,264,HIGH
FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.0,6,AS10,D,11.1,8.3,9.8,29,264,HIGH
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.3,6,AS6,X,12.1,9.3,10.8,26,254,HIGH
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.3,6,AS6,E,16.6,12.6,14.8,19,245,HIGH
FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,14.3,10.7,12.7,22,298,HIGH
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS10,X,14.3,10.6,12.6,22,297,HIGH
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS10,E,20.0,14.8,17.6,16,293,HIGH
FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,X,14.4,11.2,13.0,22,305,HIGH
FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,E,20.0,14.9,17.7,16,294,HIGH
FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,X,15.1,11.8,13.6,21,319,HIGH
FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,E,19.9,15.8,18.0,16,300,HIGH
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,2.7,6,AS10,X,13.1,10.2,11.8,24,277,HIGH
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.0,6,AS10,D,11.9,9.4,10.8,26,290,HIGH
FORD,F-150 4X4 XL/XLT,PICKUP TRUCK - STANDARD,3.0,6,AS10,D,11.3,8.5,10.0,28,270,HIGH
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.3,6,AS6,X,12.9,10.2,11.7,24,274,HIGH
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.3,6,AS6,E,17.6,13.8,15.9,18,265,HIGH
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,14.6,10.9,13.0,22,304,HIGH
FORD,F-150 4X4 Limited,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,13.8,11.2,12.6,22,296,HIGH
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS10,X,15.1,11.6,13.5,21,317,HIGH
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS10,E,20.3,14.7,17.8,16,296,HIGH
FORD,F-150 Raptor 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,15.3,13.1,14.3,20,336,HIGH
FORD,Fusion,MID-SIZE,1.5,4,AS6,X,10.0,7.0,8.7,32,203,HIGH
FORD,Fusion Hybrid,MID-SIZE,2.0,4,AV,X,5.5,5.7,5.6,50,131,MODERATE
FORD,GT,TWO-SEATER,3.5,6,AM7,Z,19.8,12.8,16.6,17,393,HIGH
FORD,Mustang,SUBCOMPACT,2.3,4,AS10,X,11.2,7.3,9.4,30,221,HIGH
FORD,Mustang (Performance Pkg),SUBCOMPACT,2.3,4,AS10,X,11.8,8.4,10.3,27,242,HIGH
FORD,Mustang,SUBCOMPACT,2.3,4,M6,X,11.2,7.9,9.7,29,226,HIGH
FORD,Mustang (Performance Pkg),SUBCOMPACT,2.3,4,M6,X,11.8,8.7,10.4,27,244,HIGH
FORD,Mustang,SUBCOMPACT,5.0,8,AS10,X,15.0,9.1,12.3,23,289,HIGH
FORD,Mustang,SUBCOMPACT,5.0,8,M6,X,16.1,9.9,13.3,21,312,HIGH
FORD,Mustang Bullitt,SUBCOMPACT,5.0,8,M6,X,16.4,10.2,13.6,21,319,HIGH
FORD,Mustang Convertible,SUBCOMPACT,2.3,4,AS10,X,11.8,8.4,10.3,27,242,HIGH
FORD,Mustang Convertible (Performance Pkg),SUBCOMPACT,2.3,4,AS10,X,11.8,8.7,10.4,27,244,HIGH
FORD,Mustang Convertible,SUBCOMPACT,2.3,4,M6,X,11.8,8.4,10.3,27,240,HIGH
FORD,Mustang Convertible (Performance Pkg),SUBCOMPACT,2.3,4,M6,X,12.1,9.1,10.7,26,252,HIGH
FORD,Mustang Convertible,SUBCOMPACT,5.0,8,AS10,X,15.4,9.7,12.9,22,303,HIGH
FORD,Ranger 4WD,PICKUP TRUCK - STANDARD,2.3,4,AS10,X,11.8,9.8,10.9,26,256,HIGH
FORD,Shelby GT350 Mustang,SUBCOMPACT,5.2,8,M6,Z,17.1,11.4,14.5,19,342,HIGH
FORD,Shelby GT500 Mustang,SUBCOMPACT,5.2,8,AM7,Z,19.9,12.7,16.7,17,392,HIGH
FORD,T-150 Wagon FFV,VAN - PASSENGER,3.5,6,AS10,X,16.2,12.3,14.5,19,340,HIGH
FORD,T-150 Wagon FFV,VAN - PASSENGER,3.5,6,AS10,E,21.5,16.2,19.1,15,316,HIGH
FORD,T-150 Wagon FFV 4WD,VAN - PASSENGER,3.5,6,AS10,X,16.7,12.8,15.0,19,352,HIGH
FORD,T-150 Wagon FFV 4WD,VAN - PASSENGER,3.5,6,AS10,E,22.1,16.8,19.8,14,328,HIGH
FORD,Transit Connect Van FFV,SPECIAL PURPOSE VEHICLE,2.0,4,AS8,X,9.8,8.8,9.3,30,219,HIGH
FORD,Transit Connect Van FFV,SPECIAL PURPOSE VEHICLE,2.0,4,AS8,E,13.3,11.8,12.6,22,209,HIGH
FORD,Transit Connect Van LWB,SPECIAL PURPOSE VEHICLE,2.0,4,AS8,X,9.8,8.8,9.3,30,219,HIGH
FORD,Transit Connect Van LWB,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12.0,8.8,10.6,27,247,HIGH
FORD,Transit Connect Wagon LWB,SPECIAL PURPOSE VEHICLE,2.0,4,AS8,X,9.9,8.2,9.2,31,214,HIGH
FORD,Transit Connect Wagon LWB FFV,SPECIAL PURPOSE VEHICLE,2.0,4,AS8,X,9.9,8.2,9.2,31,214,HIGH
FORD,Transit Connect Wagon LWB FFV,SPECIAL PURPOSE VEHICLE,2.0,4,AS8,E,13.7,11.1,12.5,23,208,HIGH
FORD,Transit Connect Wagon LWB,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12.1,9.0,10.7,26,251,HIGH
GENESIS,G70,COMPACT,2.0,4,M6,Z,12.8,8.5,10.9,26,255,HIGH
GENESIS,G70 AWD,COMPACT,2.0,4,AS8,Z,11.4,8.6,10.2,28,238,HIGH
GENESIS,G70 AWD,COMPACT,3.3,6,AS8,Z,14.1,9.5,12.0,24,284,HIGH
GENESIS,G80 AWD,FULL-SIZE,3.3,6,AS8,Z,13.8,9.7,11.9,24,282,HIGH
GENESIS,G80 AWD,FULL-SIZE,3.8,6,AS8,X,13.4,9.6,11.7,24,276,HIGH
GENESIS,G80 AWD,FULL-SIZE,5.0,8,AS8,Z,15.6,10.4,13.2,21,312,HIGH
GENESIS,G90 AWD,FULL-SIZE,3.3,6,AS8,Z,13.6,9.5,11.8,24,280,HIGH
GENESIS,G90 AWD,FULL-SIZE,5.0,8,AS8,Z,15.4,10.2,13.1,22,311,HIGH
GMC,Acadia,SUV - STANDARD,2.0,4,A9,X,11.0,8.3,9.8,29,225,HIGH
GMC,Acadia,SUV - STANDARD,2.5,4,A9,X,11.3,8.9,10.2,28,238,HIGH
GMC,Acadia,SUV - STANDARD,3.6,6,A9,X,12.6,8.8,10.9,26,257,HIGH
GMC,Acadia AWD,SUV - STANDARD,2.0,4,A9,X,11.3,8.7,10.1,28,232,HIGH
GMC,Acadia AWD,SUV - STANDARD,3.6,6,A9,X,13.1,9.4,11.4,25,269,HIGH
GMC,Canyon,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.1,9.2,10.8,26,252,HIGH
GMC,Canyon,PICKUP TRUCK - SMALL,2.8,4,A6,D,11.8,7.9,10.1,28,270,HIGH
GMC,Canyon,PICKUP TRUCK - SMALL,3.6,6,A8,X,13.4,9.6,11.7,24,273,HIGH
GMC,Canyon 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.6,9.7,11.3,25,265,HIGH
GMC,Canyon 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,12.3,8.5,10.6,27,284,HIGH
GMC,Canyon 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,14.0,9.9,12.2,23,286,HIGH
GMC,Sierra,PICKUP TRUCK - STANDARD,2.7,4,A8,X,11.9,10.3,11.1,25,262,HIGH
GMC,Sierra WT,PICKUP TRUCK - STANDARD,2.7,4,A8,X,12.5,10.8,11.7,24,275,HIGH
GMC,Sierra,PICKUP TRUCK - STANDARD,3.0,6,A10,D,10.2,7.8,9.1,31,245,HIGH
GMC,Sierra,PICKUP TRUCK - STANDARD,4.3,6,A6,X,15.1,11.5,13.5,21,318,HIGH
GMC,Sierra,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.9,11.4,13.9,20,326,HIGH
GMC,Sierra FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.0,12.6,14.4,20,339,HIGH
GMC,Sierra FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,22.2,16.2,19.5,14,326,HIGH
GMC,Sierra,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.0,10.1,12.2,23,288,HIGH
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,2.7,4,A8,X,12.5,10.8,11.7,24,275,HIGH
GMC,Sierra WT 4WD,PICKUP TRUCK - STANDARD,2.7,4,A8,X,12.7,11.0,12.0,24,280,HIGH
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,3.0,6,A10,D,10.5,9.1,9.9,29,265,HIGH
GMC,Sierra 4WD AT4,PICKUP TRUCK - STANDARD,3.0,6,A10,D,10.5,9.1,9.9,29,265,HIGH
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,X,15.7,12.0,14.1,20,331,HIGH
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.9,11.8,14.1,20,331,HIGH
GMC,Sierra 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.4,12.6,14.7,19,344,HIGH
GMC,Sierra 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,21.8,16.8,19.5,14,325,HIGH
GMC,Sierra 4WD AT4,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.7,13.1,15.1,19,354,HIGH
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.7,10.8,13.0,22,304,HIGH
GMC,Sierra 4WD AT4,PICKUP TRUCK - STANDARD,5.3,8,A8,X,15.1,11.4,13.4,21,314,HIGH
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,5.3,8,A10,X,14.3,10.6,12.7,22,298,HIGH
GMC,Sierra 4WD AT4,PICKUP TRUCK - STANDARD,5.3,8,A10,X,14.7,11.2,13.1,22,307,HIGH
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,15.5,11.9,13.9,20,326,HIGH
GMC,Sierra 4WD AT4,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,15.7,12.4,14.2,20,332,HIGH
GMC,Terrain,SUV - SMALL,1.5,4,A9,X,9.2,7.8,8.6,33,202,HIGH
GMC,Terrain AWD,SUV - SMALL,1.5,4,A9,X,9.5,8.3,9.0,31,210,HIGH
GMC,Terrain AWD,SUV - SMALL,2.0,4,A9,Z,11.2,9.0,10.2,28,239,HIGH
GMC,Yukon,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314,HIGH
GMC,Yukon FFV,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314,HIGH
GMC,Yukon FFV,SUV - STANDARD,5.3,8,A6,E,21.2,13.9,17.9,16,298,HIGH
GMC,Yukon 4WD,SUV - STANDARD,5.3,8,A6,X,16.0,11.2,13.8,20,325,HIGH
GMC,Yukon 4WD FFV,SUV - STANDARD,5.3,8,A6,X,16.0,11.2,13.8,20,325,HIGH
GMC,Yukon 4WD FFV,SUV - STANDARD,5.3,8,A6,E,21.7,14.3,18.4,15,305,HIGH
GMC,Yukon 4WD,SUV - STANDARD,6.2,8,A10,Z,16.5,10.9,13.9,20,327,HIGH
GMC,Yukon XL,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314,HIGH
GMC,Yukon XL FFV,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314,HIGH
GMC,Yukon XL FFV,SUV - STANDARD,5.3,8,A6,E,21.2,13.9,17.9,16,298,HIGH
GMC,Yukon XL 4WD,SUV - STANDARD,5.3,8,A6,X,16.8,11.3,14.4,20,337,HIGH
